CODE,OLD_CODE,NEW_CODE,NAME,TICKETING_NAME,NUM_CODE
ANS,YW,ANS,AIR NOSTRUM,AIR NOSTRUM,694
ANV,LW,ANV,PACIFIC WINGS,AIR NEVADA,568
ANZ,NZ,ANZ,AIR NEW ZEALAND,NEW ZEALAND,86
AO,AO,,AUSTRALIAN AIRLINE,AUSTRALIAN,0
AP,AP,,AIR ONE,ALIADRATICA,867
AQ,AQ,AAH,ALOHA AIRLINES,ALOHA AIR,327
AR,AR,ARG,AEROLINEAS ARGENTI,ARGENTINAS,44
AS,AS,ASA,ALASKA AIRLINES,ALASKA A/L,27
AT,AT,RAM,ROYAL AIR MAROC,R.AIR MAROC,147
AU,AU,AUT,AUSTRAL LINEAS AER,AUSTRAL L.A,143
AV,AV,AVA,AVIANCA,AVIANCA,134
AW,AW,DIR,P.T. DIRGANTARA AI,,0
AX,AX,LOF,AMERICAN CONNECTIO,AA CONNECTION,414
AY,AY,FIN,FINNAIR,FINNAIR,105
AZ,AZ,AZA,ALITALIA,ALITALIA,55
B2,B2,BRU,BELAVIA,BELAVIA,628
B3,B3,BLV,BELLVIEW AIRLINES,BELLVIEW AIR,208
B4,B4,TAN,ZANAIR,ZANAIR,698
B6,B6,JBU,JETBLUE,,279
B7,B7,UIA,UNI AIRWAYS,UNI AIRWAYS,525
B8,B8,ERT,ERITREAN AIRLINES,ERITREAN AIR,637
B9,B9,,IRAN AIR TOURS,,491
BA,BA,BAW,BRITISH AIRWAYS,BRITISH A/W,125
BB,BB,,SEABORNE AIRLINES,SEABORNE,0
BC,BC,SKY,SKYMARK AIRLINES,,0
BD,BD,BMA,BMI,BRITMIDLAND,236
BE,BE,BEE,FLYBE,BRIT EUROP,267
BG,BG,BBC,BIMAN BANGLADESH A,BIMAN,997
BH,BH,,HAWKAIR,HAWKAIR,993
BI,BI,RBA,ROYAL BRUNEI,ROYALBRUNEI,672
BJ,BJ,LBT,NOUVELAIR,NOUVELAIR,796
BK,BK,,OKAY AIRWAYS,PARADISE ISL,866
BL,BL,PIC,PACIFIC AIRLINES,PACIFIC AIR,550
SDR,CF,SDR,CITY AIRLINE,CITY AIR,419
SER,JR,SER,AERO CALIFORNIA,AERO CALIFORN,78
SEY,HM,SEY,AIR SEYCHELLES,AIR SEYCHEL,61
SGB,F3,SGB,SKYKING,FLY 1ST CLASS,0
SHU,HZ,SHU,SAT AIRLINES,SAT AIRLINES,598
SIA,SQ,SIA,SINGAPORE AIRLINES,SINGAPORE,618
SIH,SI,SIH,SKYNET AIRLINES,SKYNET AIR,597
SJY,SJ,SJY,PT SRIWIJAYA AIR,,0
SKI,RU,SKI,TCI SKYKING LTD,TCI SKYKING,25
SKU,H2,SKU,SKY AIRLINE,SKY AIRLINE,605
SKW,OO,SKW,SKYWEST AIRLINES,SKY WEST,302
SKX,JZ,SKX,SKYWAYS AB,SKYWAYS AB,752
SKY,BC,SKY,SKYMARK AIRLINES,,0
SLA,LJ,SLA,SIERRA NATIONAL AI,SIERRA NTL,690
SLK,MI,SLK,SILKAIR,SILKAIR,629
SLL,6Q,SLL,SLOVAK AIRLINES,SLOVAK ARLNS,921
SLM,PY,SLM,SURINAM AIRWAYS,SURINAM AIR,192
SMX,XM,SMX,ALITALIA EXPRESS,ALITALIA EXP,0
SNG,V7,SNG,AIR SENEGAL INTL,AIR SENEGAL,407
SOL,IE,SOL,SOLOMON AIRLINES,SOLOMON AIR,193
SSV,5G,SSV,SKYSERVICE AIRLINE,SKYSERVICE,884
SUD,SD,SUD,SUDAN AIRWAYS,SUDAN AIR,200
SUF,PI,SUF,SUNAIR,SUNFLOWER,252
SUS,EZ,SUS,SUN AIR OF SCANDIN,,0
SVA,SV,SVA,SAUDI ARABIAN AIRL,SAUDIARABI,65
SVK,GM,SVK,AIR SLOVAKIA,AIR SLOVAKIA,0
SVR,U6,SVR,URAL AIRLINES,URAL AIRLINES,262
SWA,WN,SWA,SOUTHWEST AIRLINES,SW AIRLINES,526
SWE,SM,SWE,SWEDLINE,,496
SWR,LX,SWR,SWISS,SWISS,724
SXS,XQ,SXS,SUN EXPRESS,SUN EXPRESS,564
SYM,MQ,SYM,AMERICAN EAGLE,SIMMONS AIR,0
SYR,RB,SYR,SYRIAN ARAB AIRLIN,SYRIAN AIR,70
TAE,EQ,TAE,TAME,TAME,269
TAI,TA,TAI,TACA INTL AIRLINES,TACA,202
TAM,JJ,TAM,TAM LINHAS AEREAS,TAM LINH. AER,957
TAO,VW,TAO,AEROMAR,AEROMAR,942
TAP,TP,TAP,TAP PORTUGAL,TAP PORTUGAL,47
TAR,TU,TAR,TUNISAIR,TUNIS AIR,199
TAY,3V,TAY,TNT AIRWAYS,VIKING AIR,756
TCV,VR,TCV,TACV CABO VERDE AI,T A C V,696
TDM,TQ,TDM,TANDEM AERO,,38
TED,ZJ,TED,TEDDY AIR,TEDDY AIR,0
TGW,TR,TGW,TIGER AIRWAYS,,0
THA,TG,THA,THAI AIRWAYS INTL,THAI,217
THT,TN,THT,AIR TAHITI NUI,AIR TAHITI,244
THY,TK,THY,TURKISH AIRLINES,TURKISH,235
TKC,WU,TKC,TIKAL JETS AIRLINE,TIKAL JETS,795
TNA,GE,TNA,TRANSASIA AIRWAYS,TRANSASIA,170
TNR,4E,TNR,TANANA AIR SERVICE,TANANA AIR,0
TPC,TY,TPC,AIR CALEDONIE,AIRCALEDONI,190
TRA,HV,TRA,TRANSAVIA AIRLINES,TRANSAVIA,979
TSC,TS,TSC,AIR TRANSAT,AIR TRANSAT,649
TSG,Q8,TSG,TRANS AIR CONGO,TRANS AIR,223
TSO,UN,TSO,TRANSAERO AIRLINES,TRANSAERO,670
TUA,T5,TUA,TURKMENISTAN AIRLI,TURKMENISTAN,542
TUI,UG,TUI,SEVENAIR,TUNINTER,150
TVR,T6,TVR,TAVREY AIRCOMPANY,TAVREY AIRCO,204
TVS,QS,TVS,SMART WINGS,TRAVELSERVICE,797
TYR,VO,TYR,TYROLEAN AIRWAYS,TYROLEANAIR,734
UAE,EK,UAE,EMIRATES,EMIRATES,176
UAL,UA,UAL,UNITED AIRLINES,UNITED,16
UBA,UB,UBA,UNITED MYANMAR AIR,UTD MYANMAR,209
UCA,C5,UCA,CHAMPLAIN ENTERPRI,,841
UCR,DW,UCR,AERO-CHARTER,HELICOPTER SH,187
UDC,7D,UDC,AIRCOMPANY DONBASS,DONBASS,897
UDN,Z6,UDN,DNIEPROAVIA,DNIEPROAVIA,181
UGX,QU,UGX,EAST AFRICAN AIRLI,EAST AFRICAN,581
UIA,B7,UIA,UNI AIRWAYS,UNI AIRWAYS,525
USA,US,USA,US AIRWAYS,US AIRWAYS,37
UVG,UW,UVG,UNIVERSAL AIRLINES,UNIVERSAL AIR,751
UYC,UY,UYC,CAMEROON AIRLINES,CAMEROONAIR,604
UZB,HY,UZB,UZBEKISTAN AIRWAYS,UZBEKISTAN,250
VAL,VC,VAL,VOYAGEUR AIRWAYS,SERVIVENSA,0
VEX,TV,VEX,BRUSSELS AIRLINES,VIRGIN EXPRES,0
VIR,VS,VIR,VIRGIN ATLANTIC,VIRGIN ATL,932
VLE,VA,VLE,VOLARE AIRLINES,VOLARE,263
VLK,XF,VLK,VLADIVOSTOK AIR,VLADIVOSTOK,277
VLM,VG,VLM,VLM AIRLINES,VLM NEDERLAND,978
VLU,VF,VLU,VALUAIR,VALUAIR,896
VNA,4W,VNA,WARBELOWS AIR VENT,WARBELOW,0
VNZ,L6,VNZ,TBILAVIAMSHENI,TBILAVIAMSHE,434
VOZ,DJ,VOZ,VIRGIN BLUE,VIRGIN BLUE,856
VRG,RG,VRG,VRG LINHAS AEREAS,VARIG SA,42
VRR,2R,VRR,VIA RAIL CANADA IN,VIA RAIL,830
VSP,VP,VSP,VASP,V A S P,343
VTA,VT,VTA,AIR TAHITI,AIR TAHITI,135
WCW,YH,WCW,WEST CARIBBEAN AIR,WEST CARIBBEA,600
WIA,WM,WIA,WINDWARD ISLAND AI,WINDWARD ISL,295
WIF,WF,WIF,WIDEROE,WIDEROE,701
WJA,WS,WJA,WESTJET,WESTJET,838
WLC,2W,WLC,WELCOME AIR,WELCOME AIR,227
WND,W8,WND,CARRIBEAN WINDS AI,LA COSTENA,0
WSG,WG,WSG,SUNWING AIRLINES,WASAYA AIRWAY,0
WZP,3J,WZP,ZIP AIR,ZIP AIR,0
WZZ,W6,WZZ,WIZZ AIR HUNGARY,,0
XLA,JN,XLA,XL AIRWAYS UK,,0
XYA,2X,XYA,AMADEUS TWO,AMADEUS TWO,799
XYB,6X,XYB,AMADEUS SIX,AMADEUS SIX,172
XYC,7X,XYC,AMADEUS SEVEN,AMADEUS SEVEN,791
XYD,8X,XYD,AMADEUS EIGHT,AMADEUS EIGHT,798
VK,VK,VGN,VIRGIN NIGERIA,VGN NIGERIA,786
3O,3O,PVU,PEAU VAVA'U,,0
5I,5I,GRG,AIR G,AIR G,936
6O,6O,,AIR SATELLITE,,0
8I,8I,,MYAIR.COM,,0
9O,9O,,NATIONAL AIRWAYS C,AIRCAMEROON,357
CUA,KN,CUA,CHINA UNITED AIRLI,,822
GIO,O2,GIO,JET AIR,,0
GLG,2K,GLG,AEROLINEAS GALAPAG,AEROGAL,547
GRG,5I,GRG,AIR G,AIR G,936
I5,I5,,COMPAGNIE AERIENNE,CAM,261
I9,I9,,AIR ITALY,AIR ITALY,67
JSA,3K,JSA,JETSTAR ASIA,JETSTAR ASIA,375
KN,KN,CUA,CHINA UNITED AIRLI,,822
N2,N2,,DAGESTAN AIRLINES,DAGAIR,394
O2,O2,GIO,JET AIR,,0
O3,O3,,BELLVIEW AIRLINES,,0
VGN,VK,VGN,VIRGIN NIGERIA,VGN NIGERIA,786
BMA,BD,BMA,BMI,BRITMIDLAND,236
BMJ,CH,BMJ,BEMIDJI AIRLINES,BEMIDJI,872
BN,BN,,HORIZON AIRLINES,HORIZON AIRLI,0
JI,JI,,EASTERN CARIBBEAN,,0
BP,BP,BOT,AIR BOTSWANA,AIR BOTSWAN,636
BR,BR,EVA,EVA AIR,EVA AIRWAYS,695
BS,BS,BIH,BRITISH INTERNATIO,GAMAIR LTD.,0
BT,BT,,AIR BALTIC,AIR BALTIC,657
BU,BU,CNO,SAS NORWAY,SAS NORWAY,154
BV,BV,BPA,BLUE PANORAMA AIRL,BLUE PANORAMA,4
BW,BW,BWA,CARIBBEAN AIRLINES,CARIBBEAN AIR,106
BX,BX,CST,COAST AIR,COAST AIR,970
BY,BY,TOM,THOMSONFLY,BRITANNIA,754
BZ,BZ,,KEYSTONE AIR SERVI,,0
C2,C2,ALU,AIR LUXOR STP,AIR LUXOR STP,107
C4,C4,,ALMA DE MEXICO,ALMADEMEXICO,665
C5,C5,UCA,CHAMPLAIN ENTERPRI,,841
C6,C6,CJA,CANJET AIRLINES,BRIGHT ARL,0
C7,C7,RLE,RLA RICO LINHAS AR,,0
C8,C8,,NACAIR LP,CHICAGO AIR,0
C9,C9,,CIRRUS AIRLINES,CIRRUS AIR,251
CA,CA,CCA,AIR CHINA,AIR CHINA,999
CB,CB,SAY,SCOTAIRWAYS,SCOTAIRWAYS,969
CC,CC,,MACAIR AIRLINES,AIR UGANDA,374
CD,CD,LLR,ALLIANCE AIR,SEAVIEW AIR,296
CE,CE,NTW,NATIONWIDE AIR,NATIONWIDE,567
CF,CF,SDR,CITY AIRLINE,CITY AIR,419
CG,CG,,AIRLINES PNG,AIRL. OF PNG,626
CH,CH,BMJ,BEMIDJI AIRLINES,BEMIDJI,872
CI,CI,CAL,CHINA AIRLINES,CHINA AIR,297
CJ,CJ,CFE,BA CITYFLYER,CHINA NORTH,0
CK,CK,NDR,CHINA CARGO AIRLIN,ANDESMAR LIN,0
CL,CL,CLH,LUFTHANSA CITYLINE,TEMPELHOF,683
CM,CM,CMP,COPA AIRLINES,COPA PANAMENA,230
CN,CN,,GRAND CHINA AIR,,895
CO,CO,COA,CONTINENTAL AIRLIN,CONTINENTAL,5
CP,CP,,COMPASS AIRLINES,CANADIAN,3
CRL,SS,CRL,CORSAIR,CORSE AIR,923
CRQ,YN,CRQ,AIR CREEBEC,AIR CREEBEC,219
CS,CS,CMI,CONTINENTAL MICRON,CONTINL MICRO,596
CT,CT,,AIR SOFIA,,0
CU,CU,CUB,CUBANA DE AVIACION,CUBANA,136
CV,CV,,AIR CHATHAMS,AIR CHATHAM,0
CW,CW,MRS,AIR MARSHALL ISLAN,MARSHALL IS,778
CX,CX,CPA,CATHAY PACIFIC,CATHAY PAC.,160
CY,CY,CYP,CYPRUS AIRWAYS,CYPRUS AIR,48
CZ,CZ,CSN,CHINA SOUTHERN AIR,CHINA SOUTH,784
D2,D2,,SEVERSTAL AIRCOMPA,SEVERSTAL AIR,103
D3,D3,,DAALLO AIRLINES,DAALLO AIRLIN,991
D4,D4,LID,ALIDAUNIA S.R.L.,,0
D5,D5,DAE,DAUAIR,DAUAIR,0
D6,D6,INL,INTER AIR,INTER AIR,625
D7,D7,,FLYASIANXPRESS,FLYASIANXPRES,0
D8,D8,DJB,DJIBOUTI AIRLINES,,0
D9,D9,DNV,AEROFLOT-DON,AEROFLOT-DON,733
DA,DA,GEO,AIR GEORGIA,AIR GEORGIA,500
DB,DB,BZH,BRIT AIR,BRIT AIR,750
DC,DC,GAO,GOLDEN AIR,GOLDEN AIR,0
DE,DE,CFG,CONDOR,CONDOR,881
DF,DF,ABH,AEROLINEAS DE BALE,,59
DG,DG,,SOUTH EAST ASIAN A,,0
DH,DH,BLR,INDEPENDENCE AIR,,480
DI,DI,BAG,DBA,DBA,944
DJ,DJ,VOZ,VIRGIN BLUE,VIRGIN BLUE,856
DK,DK,ELA,EASTLAND AIR,EASTLAND AIR,0
DL,DL,DAL,DELTA AIR LINES,DELTA AIR,6
DM,DM,DAN,STERLING BLUE,STERLING BLUE,349
DO,DO,RVL,AIR VALLEE,AIR VALLEE,965
DP,DP,FCA,FIRST CHOICE AIRWA,AIR 2000 LTD,91
DQ,DQ,CXT,COASTAL AIR TRANSP,COASTAL AIR,457
DR,DR,,AIR LINK,AIR LINK,0
DS,DS,,EASYJET SWITZERLAN,,0
DT,DT,DTA,TAAG,TAAG,118
DU,DU,,HEMUS AIR,HEMUS AIR,748
DV,DV,,JSC AIRCOMPANY SCA,JSC SCAT,655
DW,DW,UCR,AERO-CHARTER,HELICOPTER SH,187
QC,QC,CRD,AIR CORRIDOR,AIR CORRIDOR,766
UI,UI,ECA,EUROCYPRIA AIRLINE,,0
2O,2O,RNE,REDEMPTION,,0
AAG,7M,AAG,ATLANTIC AIR TRANS,AEROMONTERR,0
EPA,W2,EPA,EFATA PAPUA AIRLIN,EFATA PAPUA,0
EXK,OW,EXK,EXECUTIVE AIRLINES,,0
GAI,3R,GAI,GROMOV AIRLINE,GROMOVAIRLINE,520
GWI,4U,GWI,GERMANWINGS,GERMANWINGS,0
HB,HB,,HOMER AIR,,0
ISL,X9,ISL,CITY STAR AIRLINES,CITY STAR AIR,445
JMX,J4,JMX,AIR JAMAICA EXPRES,,100
MYT,VZ,MYT,MYTRAVELLITE,,727
NXA,7A,NXA,AIR NEXT,HAINES AIR,0
OR,OR,TFL,ARKEFLY,TUI AIRLINES,178
P3,P3,,PHOENIX AVIATION,,388
RNE,2O,RNE,REDEMPTION,,0
TFL,OR,TFL,ARKEFLY,TUI AIRLINES,178
UH,UH,,US HELICOPTER CORP,US HELICOPTER,116
DX,DX,DTR,DANISH AIR TRANSPO,DANISH AIR,243
DY,DY,NAX,NORWEGIAN AIR SHUT,NORWEGIAN AIR,328
DZ,DZ,LMZ,JSC STARLINE,,0
E2,E2,KMP,KAMPUCHEA AIRLINES,RIO GRANDEAIR,837
E3,E3,DMO,DOMODEDOVO AIRLINE,DOMODEDOVO,497
E4,E4,,AERO ASIA INTERNAT,AERO ASIA,532
E5,E5,BRZ,SAMARA AIRLINES,SAMARA AIRL,906
E6,E6,,AVIA EXPRESS CRUIS,,241
E7,E7,EAF,FLY EUROPEAN,FLY EUROPEAN,158
E8,E8,ELG,ALPI EAGLES,ALPI EAGLES,789
E9,E9,,PAN AM CLIPPER CON,PAN AM CONX,385
EA,EA,EAL,EUROPEAN AIR EXPRE,EUROPEAN,24
EE,EE,,AERO AIRLINES,AERO AIRLINES,350
EF,EF,FEA,FAR EASTERN AIR TR,FAR EASTERN,265
EG,EG,JAA,JAPAN ASIA AIRWAYS,JAPAN ASIA,688
EH,EH,,AIR NIPPON NETWORK,,0
EI,EI,EIN,AER LINGUS,AER LINGUS,53
EJ,EJ,NEA,NEW ENGLAND AIRLIN,NEW ENGLAN,0
EK,EK,UAE,EMIRATES,EMIRATES,176
EL,EL,ANK,AIR NIPPON,AIR NIPPON,768
EM,EM,,AERO BENIN,,282
EN,EN,DLA,AIR DOLOMITI,AIR DOLOMITI,101
EO,EO,ALX,HEWA BORA AIRWAYS,HEWA BORA,663
EP,EP,IRC,IRAN ASEMAN AIRLIN,,815
EQ,EQ,TAE,TAME,TAME,269
ER,ER,,AIR EAST,,0
ESL,P7,ESL,RUSSIAN SKY AIRLIN,EAST LINE AIR,215
ET,ET,ETH,ETHIOPIAN AIRLINES,ETHIOPIAN,71
EU,EU,,UNITED EAGLE AIRLI,ECUATORIANA,811
EV,EV,ACY,ATLANTIC SOUTHEAST,,862
EW,EW,EWG,EUROWINGS,EUROWINGS,104
EY,EY,ETD,ETIHAD AIRWAYS,ETIHAD AIR,607
EZ,EZ,SUS,SUN AIR OF SCANDIN,,0
F3,F3,SGB,SKYKING,FLY 1ST CLASS,0
F4,F4,NBK,ALBARKA AIR SERVIC,EURECA SRL,0
F5,F5,,COSMIC AIR,COSMIC AIR,447
F6,F6,,FAROEJET,FST CAMBODIA,0
F7,F7,BBO,FLYBABOO,FLY BABOO,33
F8,F8,,FREEDOM AIRLINES,AIR MONTREAL,0
F9,F9,,FRONTIER AIRLINES,FRONTIER AIR,422
FA,FA,,AIRLINK AIRWAYS LI,,0
FB,FB,LZB,BULGARIA AIR,BALKAN AIR TO,623
FD,FD,,THAI AIRASIA,THAI AIRASIA,0
FE,FE,,PRIMARIS AIRLINES,,519
FG,FG,AFG,ARIANA AFGHAN AIRL,ARIANA,255
FH,FH,FUA,FUTURA INTERNATION,FUTURA INTL,0
FI,FI,ICE,ICELANDAIR,ICELANDAIR,108
FJ,FJ,FJI,AIR PACIFIC,AIR PACIFIC,260
FK,FK,,KEEWATIN AIR,,0
FL,FL,,AIRTRAN AIRWAYS,AIRTRAN AIR,332
FM,FM,CSH,SHANGHAI AIRLINES,SHANGAI AIRLI,774
FN,FN,RGL,REGIONAL AIR LINES,REGIONAL AIR,259
FP,FP,FRE,FREEDOM AIR,,224
FQ,FQ,,BRINDABELLA AIRLIN,BRINDABELLA,0
FR,FR,RYR,RYANAIR,RYANAIR LTD.,0
FS,FS,,MISSION AVN FELLOW,MISSIONARY,0
FT,FT,SRH,SIEM REAP AIRWAYS,SIEM REAP AIR,84
FV,FV,SDM,ROSSIYA-RUSSIAN AI,ROSSIYA,195
FW,FW,,IBEX AIRLINES,,0
FX,FX,FXA,FEDEX,EXPRESS AIR,0
FY,FY,,FLYFIREFLY,NW REGIONAL,0
G2,G2,AVX,AVIREX GABON,AVIREX GABON,619
G3,G3,GLO,GOL TRANSPORTES AE,GOL,127
G4,G4,,ALLEGIANT AIR,GUIZHOU AIR,268
G5,G5,,CHINA EXPRESS AIRL,JSC AIR ENKOR,987
G6,G6,AKW,ANGKOR AIRWAYS,ANGKOR AIR,397
G8,G8,,GO AIRLINES,,0
G9,G9,,AIR ARABIA,,0
GA,GA,GIA,GARUDA INDONESIA,GARUDA,126
GBL,GT,GBL,GB AIRWAYS,GB AIRWAYS,171
GC,GC,GNR,GAMBIA INTL AIRLIN,GAMBIA INTL,34
GE,GE,TNA,TRANSASIA AIRWAYS,TRANSASIA,170
GF,GF,GFA,GULF AIR,GULF AIR,72
GH,GH,GHA,GHANA AIRWAYS,GHANA AIR,237
GI,GI,IKA,ITEK AIR,ITEK AIR,420
GJ,GJ,EEZ,EUROFLY SPA,EUROFLY,736
GL,GL,GRL,AIR GREENLAND,AIR GREENLAND,631
GM,GM,SVK,AIR SLOVAKIA,AIR SLOVAKIA,0
GN,GN,AGN,AIR GABON,AIR GABON,185
GO,GO,GOE,GO,,0
GP,GP,GDR,GADAIR EUROPEAN AI,,559
GQ,GQ,BSY,BIG SKY AIRLINES,BIG SKY AIR,387
GR,GR,AUR,AURIGNY AIR SERVIC,AURIGNY AIR,924
GS,GS,,GRAND CHINA EXPRES,,826
GT,GT,GBL,GB AIRWAYS,GB AIRWAYS,171
GU,GU,GUG,AVIATECA,AVIATECA,240
GW,GW,KIL,AIR LINES OF KUBAN,AIR OF KUBAN,113
6V,6V,MRW,MARS RK,MARS RK,0
9V,9V,ROI,AVIOR,,742
LM,LM,LVG,LIVINGSTON,LIVINGSTON,857
PD,PD,,PORTER AIRLINES,,0
2L,2L,OAW,HELVETIC AIRWAYS,HELVETIC AIR,0
GY,GY,,GABON AIRLINES,GABON AIR,13
GZ,GZ,,AIR RAROTONGA,AIR RAROTONG,755
H2,H2,SKU,SKY AIRLINE,SKY AIRLINE,605
H3,H3,,HARBOUR AIR SEAPLA,HARBOUR AIR,458
H4,H4,,HELI SECURITE,HELI SECURITE,0
H5,H5,,HOLA AIRLINES,MAGADAN,0
H6,H6,,HAGELAND AVIATION,,0
H7,H7,EGU,EAGLE AIR,,0
H8,H8,KHB,DALAVIA,DALAVIA,560
H9,H9,,PEGASUS HAVA TASIM,PEGASUS,624
HA,HA,HAL,HAWAIIAN AIRLINES,HAWAIIAN AIR,173
HC,HC,,AERO-TROPICS,AERO TROPICS,0
HD,HD,ADO,HOKKAIDO INTERNATI,,0
