CODE,OLD_CODE,NEW_CODE,NAME,TICKETING_NAME,NUM_CODE
HE,HE,,LGW LUFTFAHRTGES W,LGW LUFTFAHRT,0
HF,HF,HLF,HAPAGFLY,HAPAGFLY,617
HG,HG,,NIKI,NIKI,0
HI,HI,,PAPILLON AIRWAYS,PAPILLONAIR,563
HJ,HJ,HEJ,HELLAS JET,HELLENIC STAR,681
HK,HK,,YANGON AIRWAYS LIM,,0
HLF,HF,HLF,HAPAGFLY,HAPAGFLY,617
HM,HM,SEY,AIR SEYCHELLES,AIR SEYCHEL,61
HN,HN,,PROTEUS HELICOPTER,,0
HO,HO,DKH,JUNEYAO AIRLINES,,18
HP,HP,AWE,AMERICA WEST AIRLI,AMERICAWEST,401
HQ,HQ,HMY,HARMONY AIRWAYS,HARMONY AIR,668
HR,HR,HHN,HAHN AIR,HAHN AIR,169
HS,HS,HIL,SVENSKA DIREKTFLYG,DIREKTFLYG,0
HT,HT,,AEROMIST-KHARKOV,AEROMIST KHAR,730
HU,HU,CHH,HAINAN AIRLINES,HAINAN AIR,880
HV,HV,TRA,TRANSAVIA AIRLINES,TRANSAVIA,979
HW,HW,,NORTH WRIGHT AIR,NORTH-WRIGH,0
HX,HX,,HONG KONG AIRLINES,HONGKONG AIR,851
HY,HY,UZB,UZBEKISTAN AIRWAYS,UZBEKISTAN,250
HZ,HZ,SHU,SAT AIRLINES,SAT AIRLINES,598
IA,IA,IAW,IRAQI AIRWAYS,IRAQI AIR,73
IB,IB,IBE,IBERIA,IBERIA,75
IC,IC,IAC,INDIAN AIRLINES,INDIAN AIR,58
ID,ID,ITK,INTERLINK AIRLINES,INTERLINK,431
IE,IE,SOL,SOLOMON AIRLINES,SOLOMON AIR,193
IF,IF,,ISLAS AIRWAYS,ISLAS AIRWAYS,769
IG,IG,ISS,MERIDIANA,MERIDIANA,191
IH,IH,FCN,FALCON AIR,FALCON AIR,759
II,II,CSQ,IBC AIRWAYS INC,,175
IK,IK,ITX,IMAIR AIRLINE,IMAIR AIR,166
IL,IL,,LANKAIR PRIVATE LI,ISTANBUL AIR,0
IM,IM,,MENAJET LEBANON,INTENSIVE AIR,0
IN,IN,MAK,MACEDONIAN AIRLINE,MACEDONIANAIR,367
IO,IO,,INTERCONTINENTAL P,TAT-EXPORT,0
IP,IP,,ATYRAU AUE JOLY,ATYRAUAUEJOLY,312
IQ,IQ,AUB,AUGSBURG AIRWAYS,,614
IR,IR,IRA,IRAN AIR,IRAN AIR,96
IS,IS,,ISLAND AIRLINES,ISLAND AIR,0
IT,IT,,KINGFISHER AIRLINE,KINGFISHER,90
IU,IU,ASN,HEVI LIFT (PNG) PT,AIR STRAUBING,0
IW,IW,,WINGS AIR,AIR LIB,0
IY,IY,IYE,YEMENIA YEMEN AIRW,YEMENIA,635
IZ,IZ,AIZ,ARKIA,ARKIA ISRAELI,238
J2,J2,AHY,AZERBAIJAN AIRLINE,AZERBAIJAN AI,771
J3,J3,PLR,NORTHWESTERN AIR L,NW AIR LEASE,325
J4,J4,JMX,AIR JAMAICA EXPRES,,100
J5,J5,,ALASKA SEAPLANE SE,STOCK SOCHI,0
J6,J6,,CRUISER LINHAS AER,LARRYS FLYING,0
J7,J7,CVC,CENTRE-AVIA AIRLIN,CENTRE AVIA,601
J8,J8,BVT,BERJAYA AIR,BERJAYA AIR,801
JA,JA,,B&H AIRLINES,B&H AIRLINES,995
JB,JB,JBA,HELIJET INTERNATIO,HELIJET,613
JC,JC,,JAL EXPRESS,JAL EXPRESS,0
JF,JF,LAB,LAB FLYING SERVICE,LAB FLYING S,510
JH,JH,NES,NORDESTE LINHAS AE,NORDESTE,264
JJ,JJ,TAM,TAM LINHAS AEREAS,TAM LINH. AER,957
JK,JK,JKK,SPANAIR,SPANAIR,680
JL,JL,JAL,JAPAN AIRLINES,J A L,131
JM,JM,AJM,AIR JAMAICA,AIR JAMAICA,201
JN,JN,XLA,XL AIRWAYS UK,,0
JO,JO,JAZ,JALWAYS,JALWAYS,708
JP,JP,ADR,ADRIA AIRWAYS,ADRIA,165
JQ,JQ,JST,JETSTAR,JETSTAR,41
JR,JR,SER,AERO CALIFORNIA,AERO CALIFORN,78
JS,JS,KOR,AIR KORYO,KOR.AIR DPR,120
JT,JT,,LION AIRLINES,JARO INTL ARL,990
JU,JU,JAT,JAT AIRWAYS,J A T,115
JV,JV,BLS,BEARSKIN AIRLINES,BEARSKIN AIR,632
JW,JW,,SKIPPERS AVIATION,,0
JX,JX,,NICE HELICOPTERES,NICE HELICOPT,179
JY,JY,,AIR TURKS AND CAIC,,653
JZ,JZ,SKX,SKYWAYS AB,SKYWAYS AB,752
K2,K2,ELO,EUROLOT,KYRGHYZSTAN,0
K3,K3,,TAQUAN AIR SERVICE,,0
K4,K4,,KRONFLYG,,0
K5,K5,,WINGS OF ALASKA,WINGS ALASKA,0
K7,K7,,ARIZONA EXPRESS AI,ARIZONA,0
K8,K8,,ZAMBIA SKYWAYS,ZAMBIA SKYWAY,241
K9,K9,,LOVE AIR,SKYWARD,0
KA,KA,HDA,DRAGONAIR,HK DRAGON,43
KB,KB,DRK,DRUK AIR,DRUK-AIR,787
KC,KC,KZR,AIR ASTANA,AIR ASTANA,465
KE,KE,KAL,KOREAN AIR,KOREAN AIR,180
KF,KF,BLF,BLUE1,BLUE 1,142
KG,KG,GTV,AEROGAVIOTA,KING ISLAND,854
KI,KI,,ADAM AIR,AIR CONTACT,0
KJ,KJ,LAJ,BMED,BMED,436
KK,KK,KKK,ATLASJET AIRLINES,ATLASJET,610
KL,KL,KLM,KLM ROYAL DUTCH AI,KLM,74
KM,KM,AMC,AIR MALTA,AIR MALTA,643
KO,KO,,ALASKA CENTRAL EXP,,0
KP,KP,,KIWI INTERNATIONAL,KIWI INTL,538
KQ,KQ,KQA,KENYA AIRWAYS,KENYAAIRWAY,706
KS,KS,PEN,PENAIR,PEN AIR,339
LDA,NG,LDA,LAUDA AIR,LAUDA AIR,231
KU,KU,KAC,KUWAIT AIRWAYS,KUWAIT AIR,229
KV,KV,MVD,KAVMINVODYAVIA AIR,KAVMINVODYAV,348
KW,KW,KSD,KELOWNA FLIGHTCRAF,,0
KX,KX,CAY,CAYMAN AIRWAYS,CAYMAN AIR,378
KY,KY,EQL,LINHAS AEREAS DE S,,980
LDE,5U,LDE,LINEAS AEREAS DEL,L A D E,22
LDI,L4,LDI,LIVINGSTON S.P.A.,**,372
L3,L3,,LTU BILLA LUFTTRAN,LTU BILLA LUF,0
L4,L4,LDI,LIVINGSTON S.P.A.,**,372
L5,L5,,LUFTTRANSPORT AS,CHC HELIKOPTE,0
L6,L6,VNZ,TBILAVIAMSHENI,TBILAVIAMSHE,434
L8,L8,,AIR LUXOR GB,AIR LUXOR GB,486
L9,L9,AYS,AWSAJ AVIATION SER,AIR MALI,0
LA,LA,LAN,LAN AIRLINES,LAN-CHILE,45
LB,LB,LLB,LLOYD AEREO BOLIVI,L A B,51
LCO,UC,LCO,LAN CHILE CARGO,LADECO,0
LE,LE,LHS,LUGANSK AIRLINES,,0
LF,LF,NDC,FLYNORDIC,NORDIC AIR,913
LG,LG,LGL,LUXAIR,LUXAIR,149
LH,LH,DLH,LUFTHANSA,LUFTHANSA,220
LI,LI,LIA,LIAT,LIAT,140
LJ,LJ,SLA,SIERRA NATIONAL AI,SIERRA NTL,690
LK,LK,LXR,AIR LUXOR,AIR LUXOR,40
LLB,LB,LLB,LLOYD AEREO BOLIVI,L A B,51
LLR,CD,LLR,ALLIANCE AIR,SEAVIEW AIR,296
LN,LN,LAA,LIBYAN AIRLINES,LIBYAN AIR,148
LO,LO,LOT,LOT POLISH AIRLINE,LOT,80
LP,LP,LPE,LANPERU,LAN PERU,544
LQ,LQ,GNC,AIR GUINEA,AIR GUINEA,228
LR,LR,LRC,LACSA,L A C S A,133
LS,LS,EXS,JET2.COM,,949
LT,LT,LTU,LTU INTL AIRWAYS,LTU,266
LU,LU,,LAN EXPRESS,THERON AIR,972
LV,LV,LBC,ALBANIAN AIRLINES,ALBANIAN AIR,639
LW,LW,ANV,PACIFIC WINGS,AIR NEVADA,568
LX,LX,SWR,SWISS,SWISS,724
LY,LY,ELY,EL AL ISRAEL AIRLI,EL AL,114
M2,M2,,MAHFOOZ AVIATION,,0
M3,M3,,NORTH FLYING AS,NORTH FLYING,0
M4,M4,AXX,NAYZAK AIR TRANSPO,AVIOIMPEX,728
M5,M5,,KENMORE AIR,KENMORE AIR,763
M7,M7,MSL,MARSLAND AVIATION,,0
M9,M9,,MOTOR-SICH JSC,MOTOR SICH,11
MA,MA,MAH,MALEV HUNGARIAN AI,MALEV,182
MB,MB,MNB,MNG AIRLINES CARGO,MNG AIR CARGO,716
MC,MC,,AIR MOBILITY COMMA,,0
MD,MD,MDG,AIR MADAGASCAR,MADAGASCAR,258
ME,ME,MEA,MIDDLE EAST AIRLIN,MIDDLE EAST,76
MF,MF,CXA,XIAMEN AIRLINES,XIAMEN AIR,731
MG,MG,CCP,CHAMPION AIR,MGM GRAND,0
MH,MH,MAS,MALAYSIA AIRLINES,MALAYSIA,232
MI,MI,SLK,SILKAIR,SILKAIR,629
MJ,MJ,MLR,MIHIN LANKA LTD,L A P A,817
MK,MK,MAU,AIR MAURITIUS,AIR MAURITI,239
ML,ML,,ATTICO,AERO COSTA RI,827
MM,MM,SAM,SOC AERO DE MEDELL,MEDELLIN,334
MN,MN,CAW,COMAIR,COMAIR,161
MO,MO,CAV,CALM AIR INTERNATI,CALM AIR INTL,622
*A,*A,,STAR ALLIANCE,,0
*Q,*Q,,THE QUALIFLYER GRO,,0
*S,*S,,SKYTEAM,,0
0A,0A,,AMBER AIR,AMBER AIR,982
0B,0B,,BLUE AIR,BLUE AIR,0
0C,0C,,CATOVAIR,CATOVAIR,495
0D,0D,DWT,DARWIN AIRLINE,DARWIN,779
0G,0G,,GHADAMES AIR TRANS,,0
0K,0K,KRT,AIRCOMPANY KOKSHET,,0
0P,0P,,PALAU ASIA PACIFIC,,840
0V,0V,,VIETNAM AIR SERVIC,,368
0W,0W,,W CARIBBEAN COSTA,,0
0Y,0Y,,YETI AIRLINES,,0
1A,1A,AGT,AMADEUS,AMADEUS,790
1B,1B,,ABACUS,ABACUS,0
1C,1C,,EDS INFORMATION BU,GEMINI,0
1D,1D,,RADDIX SOLUTIONS I,,0
1E,1E,,TRAVELSKY TECHNOLO,CIVIL CHINA,0
1F,1F,TTF,INFINI TRAVEL INFO,INFINI TRAVEL,788
1G,1G,,GALILEO INTERNATIO,GALILEO,0
1H,1H,,SIRENA-TRAVEL,,446
1I,1I,,NETJETS AVIATION,,0
1J,1J,,AXESS INTERNATIONA,AXESS INTL,0
1K,1K,,SUTRA INC.,SOUTHERN,0
1L,1L,,OPEN SKIES INC,,0
1M,1M,,SIRENA JSC,SERTEL,0
1N,1N,,NAVITAIRE,,892
1O,1O,,PHOENIX SYSTEMS DE,,0
1P,1P,WSP,WORLDSPAN,WORLDSPAN,523
1Q,1Q,,JOINT-STOCK COMPAN,,0
1R,1R,,HAINAN PHOENIX INF,,0
1S,1S,,SABRE,SABRE,0
1T,1T,,START,,0
1U,1U,,ITA SOFTWARE,,0
1V,1V,,GALILEO INTERNATIO,COVIA,588
1W,1W,,SABRE,SABRE,0
1X,1X,,GABRIEL,GABRIEL,0
1Y,1Y,,ELECTRONIC DATA SY,,0
1Z,1Z,APD,FANTASIA INFO NETW,ASIA PACIFIC,0
7W,7W,,WAYRA PERU,,920
A0,A0,AVI,L'AVION,ELYSAIR,15
AGT,1A,AGT,AMADEUS,AMADEUS,790
APD,1Z,APD,FANTASIA INFO NETW,ASIA PACIFIC,0
C0,C0,CLW,CENTRALWINGS,,0
C1,C1,,TECTIMES SUDAMERIC,,0
CLW,C0,CLW,CENTRALWINGS,,0
DNU,R6,DNU,DANU ORO TRANSPORT,DANU ORO,0
DWT,0D,DWT,DARWIN AIRLINE,DARWIN,779
E0,E0,,EOS AIRLINES,EOS AIRLINES,646
F1,F1,,FARELOGIX,,941
FCL,PA,FCL,FLORIDA COASTAL AI,FLORIDA COAST,0
G0,G0,GHB,GHANA INTL AIRLINE,GHANA INTL,678
G7,G7,,GOJET AIRLINES,,573
GHB,G0,GHB,GHANA INTL AIRLINE,GHANA INTL,678
HHI,4R,HHI,HAMBURG INTERNATIO,HAMBURG INTER,0
I7,I7,,PARAMOUNT AIRWAYS,PARAMOUNT AIR,456
J0,J0,,JETLINK EXPRESS,JETLINK EXPRS,402
JBR,3B,JBR,JOB AIR,JOB AIR,0
KRT,0K,KRT,AIRCOMPANY KOKSHET,,0
L1,L1,,LUFTHANSA SYSTEMS,,0
NPL,XN,NPL,AIR NEPAL INTERNAT,,743
OKS,S0,OKS,SLOK AIR INTERNATI,SLOK AIR,503
P0,P0,PFZ,PROFLIGHT COMMUTER,PROFLIGHT,443
P1,P1,,PUBLICCHARTERS.COM,,0
PFZ,P0,PFZ,PROFLIGHT COMMUTER,PROFLIGHT,443
Q0,Q0,,QUEBECAIR EXPRESS,,0
R0,R0,,M/S ROYAL AIRLINES,,333
S0,S0,OKS,SLOK AIR INTERNATI,SLOK AIR,503
T0,T0,,TRANS AMERICAN AIR,,530
TKY,9I,TKY,THAI SKY AIRLINES,,852
TTF,1F,TTF,INFINI TRAVEL INFO,INFINI TRAVEL,788
V0,V0,,CONVIASA,CONVIASA,308
WSP,1P,WSP,WORLDSPAN,WORLDSPAN,523
Y0,Y0,,YELLOW AIRTAXI,YELLOW AIR,0
O7,O7,,OZJET,OZJET,441
3P,3P,,TIARA AIR,,0
4P,4P,,VIKING AIRLINES,,0
8L,8L,,LUCKY AIR,,859
9Y,9Y,,AXIS INTERNATIONAL,AXIS,641
ACY,EV,ACY,ATLANTIC SOUTHEAST,,862
AVX,G2,AVX,AVIREX GABON,AVIREX GABON,619
AYS,L9,AYS,AWSAJ AVIATION SER,AIR MALI,0
B1,B1,,CIONS SOFTWARE,,248
BQ,BQ,,BRAVO AIRLINES,,586
DXH,8C,DXH,EAST STAR AIRLINES,,883
ETD,EY,ETD,ETIHAD AIRWAYS,ETIHAD AIR,607
FWA,I4,FWA,INTERSTATE AIRLINE,,0
I4,I4,FWA,INTERSTATE AIRLINE,,0
K6,K6,,BRAVO AIR CONGO,BRAVOAIRCONGO,283
KAE,3Y,KAE,KARTIKA AIRLINES,KARTIKA AIR,0
KT,KT,,KATMAI AIR LLC,,0
MOD,SG,MOD,SPICEJET,SEMPATI AIR,0
NTJ,2N,NTJ,NEXTJET,NEXTJET,0
O5,O5,ORJ,ORANGE AIR SIERRA,,0
O6,O6,ONE,OCEANAIR LINHAS AE,,247
OAW,2L,OAW,HELVETIC AIRWAYS,HELVETIC AIR,0
ORJ,O5,ORJ,ORANGE AIR SIERRA,,0
PAG,4B,PAG,PERIMETER AVIATION,OLSON AIR,234
POT,YQ,POT,POLET AIRLINES,POLET AIRLINE,342
PWD,7Q,PWD,PAN AM WORLD AIRWA,,110
Q7,Q7,,QUEENSLAND REGIONA,,0
R3,R3,SVL,YAKUTIA AIR COMPAN,YAKUTIA AIR,849
SVL,R3,SVL,YAKUTIA AIR COMPAN,YAKUTIA AIR,849
TAN,B4,TAN,ZANAIR,ZANAIR,698
TSD,R9,TSD,TAF LINHAS AEREAS,AIR CHARTER,418
VOI,Y4,VOI,VOLARIS,EAGLE AVIATN,0
WVL,8Z,WVL,WIZZ AIR BULGARIA,ALASA ISLAND,0
7R,7R,BRB,BRA TRANSPORTES AE,,0
BRB,7R,BRB,BRA TRANSPORTES AE,,0
JJA,7C,JJA,JEJU AIR,COL.PACIFIC,0
4I,4I,IZM,IHY IZMIR HAVAYOLL,,0
6F,6F,,AFRIJET AIRLINES,,0
7O,7O,GAL,GALAXY AIR,,0
9J,9J,,EJET,,0
AIJ,4O,AIJ,ABC AEROLINEAS,,0
DRU,6R,DRU,MIRNY AIR,,0
GAL,7O,GAL,GALAXY AIR,,0
IZM,4I,IZM,IHY IZMIR HAVAYOLL,,0
KKK,KK,KKK,ATLASJET AIRLINES,ATLASJET,610
NAY,ZN,NAY,NAYSA,AIR BOURBON,595
O4,O4,,ANTRAK AIR,ANTRAK AIR,916
VB,VB,,AEROENLACES NACION,,0
VUE,V6,VUE,VUELOS INTERNOS PR,,522
W1,W1,,WORLD TICKET LTD,,0
W3,W3,,ARIK AIR INTERNATI,ARIK AIR INTL,0
BF,BF,,VINCENT AVIATION,,0
CSZ,ZH,CSZ,SHENZHEN AIRLINES,SHENZHEN AIRL,479
DKH,HO,DKH,JUNEYAO AIRLINES,,18
FCA,DP,FCA,FIRST CHOICE AIRWA,AIR 2000 LTD,91
FZ,FZ,,MASTER AIRWAYS,,0
GZP,4G,GZP,GAZPROMAVIA,,579
JAV,R5,JAV,JORDAN AVIATION,MALTA AIR,151
JD,JD,,DEER JET,,0
LER,QL,LER,LINEA AEREA DE SER,,0
ONE,O6,ONE,OCEANAIR LINHAS AE,,247
PTN,P8,PTN,PANTANAL LINHAS AE,PANTANAL LINH,0
RLE,C7,RLE,RLA RICO LINHAS AR,,0
VID,WR,VID,JSC AVIAPRAD,JSC AVIAPRAD,440
WR,WR,VID,JSC AVIAPRAD,JSC AVIAPRAD,440
2U,2U,ERO,SUN D'OR INTL AIRL,SUN D'OR INTL,383
7L,7L,,AEROCARIBBEAN,,164
CSH,FM,CSH,SHANGHAI AIRLINES,SHANGAI AIRLI,774
EDW,WK,EDW,EDELWEISS AIR,EDELWEISS AIR,0
ERO,2U,ERO,SUN D'OR INTL AIRL,SUN D'OR INTL,383
FFV,5H,FFV,FIVE FOURTY AVIATI,KATO AIR,540
H1,H1,,HAHN AIR SYSTEMS,,0
IRK,Y9,IRK,KISH AIRLINES,TRANS AIR,780
O9,O9,,INDUS AIRWAYS,,0
ROI,9V,ROI,AVIOR,,742
UTA,UT,UTA,UTAIR AVIATION JSC,UTAIR,298
0O,0O,,STA TRAVEL,STA TRAVEL,0
8G,8G,,GIRJET,GIRJET,0
A1,A1,,G2 SWITCH WORKS,,0
ANH,2T,ANH,ALAJNIHAH AIR TRAN,,311
BAQ,Z2,BAQ,BRAVO AIR CONGO BZ,STYRIANSPIRIT,0
BRQ,UZ,BRQ,BURAQ AIR,BURAQ AIR,928
BSA,YL,BSA,AIR BISSAU INTERNA,,722
CNO,BU,CNO,SAS NORWAY,SAS NORWAY,154
DCP,Z9,DCP,DELTA CONNECTION,AERO ZAMBIA,0
ESK,NE,ESK,SKYEUROPE AIRLINES,SKYEUROPE,0
GDR,GP,GDR,GADAIR EUROPEAN AI,,559
HKE,UO,HKE,HONG KONG EXPRESS,HK EXPRESS,128
ITK,ID,ITK,INTERLINK AIRLINES,INTERLINK,431
JE,JE,,TULCA,,0
KHH,ZR,KHH,ALEXANDRIA AIRLINE,,451
KNE,XY,KNE,AL-KHAYALA,AL-KHAYALA,593
KZR,KC,KZR,AIR ASTANA,AIR ASTANA,465
LHS,LE,LHS,LUGANSK AIRLINES,,0
LMZ,DZ,LMZ,JSC STARLINE,,0
M0,M0,,AERO MONGOLIA,,0
M8,M8,,TRANS MALDIVIAN AI,,0
MLR,MJ,MLR,MIHIN LANKA LTD,L A P A,817
MSL,M7,MSL,MARSLAND AVIATION,,0
MTW,YD,MTW,MAURITANIA AIRWAYS,MAURITANIA,425
P2,P2,XAK,AIRKENYA EXPRESS,,0
Q1,Q1,,SQIVA SISTEM,,0
SBU,PV,SBU,SAINT BARTH COMMUT,PAUKNAIR,0
SKT,XT,SKT,SKYSTAR AIRWAYS,AIR EXEL NL,893
STP,8F,STP,STP AIRWAYS,HANAIR,470
SX,SX,,SKYBUS AIRLINES,,0
TOM,BY,TOM,THOMSONFLY,BRITANNIA,754
UR,UR,,UTAIR EXPRESS,,0
UZ,UZ,BRQ,BURAQ AIR,BURAQ AIR,928
VUS,VX,VUS,VIRGIN AMERICA,VIRGIN USA,984
XAK,P2,XAK,AIRKENYA EXPRESS,,0
XN,XN,NPL,AIR NEPAL INTERNAT,,743
XV,XV,,MR LINES,,0
Y1,Y1,,TRAVEL TECHNOLOGY,,0
YL,YL,BSA,AIR BISSAU INTERNA,,722
ZR,ZR,KHH,ALEXANDRIA AIRLINE,,451
ZS,ZS,,SAMA AIRWAYS,,0
9S,9S,,AMADEUS PDF 9S,,0
FCR,7Y,FCR,FLYING CARPET,,0
SAL,OD,SAL,ASIA ALPHA AIRWAYS,,0
SEQ,I6,SEQ,SKYEYES AIRWAYS,,428
VLG,VY,VLG,VUELING AIRLINES,VUELING,0
EXS,LS,EXS,JET2.COM,,949
XS,XS,,SITA,,950
7Z,7Z,XYN,AMADEUS PDF 7Z,,0
C3,C3,,CONTACT AIR,,0
FDY,6G,FDY,GULFSTREAM AIR CHA,AIR WALES,0
JAF,TB,JAF,JETAIRFLY,TRUMP,0
LBY,LZ,LBY,BELLE AIR COMPANY,,379
LZ,LZ,LBY,BELLE AIR COMPANY,,379
O8,O8,,OASIS HONG KONG AI,,0
PVU,3O,PVU,PEAU VAVA'U,,0
UT,UT,UTA,UTAIR AVIATION JSC,UTAIR,298
XLF,SE,XLF,XL AIRWAYS FRANCE,STAR AIRLINES,473
XW,XW,,SKY EXPRESS,,0
XYN,7Z,XYN,AMADEUS PDF 7Z,,0
AVI,A0,AVI,L'AVION,ELYSAIR,15
CFE,CJ,CFE,BA CITYFLYER,CHINA NORTH,0
IBZ,6I,IBZ,INTL BUSINESS AIRL,,0
KMP,E2,KMP,KAMPUCHEA AIRLINES,RIO GRANDEAIR,837
MRW,6V,MRW,MARS RK,MARS RK,0
OTG,OG,OTG,ONE TWO GO AIRLINE,OCEAN AIRWAYS,908
T1,T1,,TIK SYSTEMS,,0
VLI,V5,VLI,AVOLAR AEROLINEAS,ROYAL ARUBAN,0
4L,4L,MJX,EUROLINE,,764
MJX,4L,MJX,EUROLINE,,764
QFZ,QE,QFZ,FARS QESHM AIRLINE,CROSSAIR EUR,0
